original_text,original_label,generated_text,generated_label
i started to feel a lack of connection to my husband i m sure as a direct result of not spending much one on one time together,1,"I’ve noticed a growing sense of distance between myself and my husband, and I believe it’s largely due to a lack of dedicated, one-on-one time we’ve been sharing.",0
i would very much like to come back here at a quieter time perhaps or if im feeling a bit brave then maybe during the night,1,"I would really appreciate the opportunity to return here at a quieter time, or perhaps, if I’m feeling adventurous, during the night.",1
i almost feel confused and out of character when i honestly say actually things are going pretty well,4,I find myself feeling a little surprised and perhaps a bit unusual when I honestly admit that things are going quite well.,5
i am just feeling a little irritable because mun was part fun part stressful part uncomfortable making and part horrible but regardless record being set straight now,3,"I’m feeling a bit irritable as the MUN conference was a mix of enjoyable, challenging, and occasionally uncomfortable experiences, though I’m glad we’ve now clarified the situation.",3
im so full of feeling i can easily believe i must be sentimental,0,"I’m experiencing a great deal of feeling, and it’s quite natural for me to find myself feeling sentimental.",0
i just remember spending hours trying to bump my score above the mark and feeling frustrated by the questions they were a mixture of professor generated and usmleasy ones,3,"I recall dedicating many hours to attempting to exceed the required score, and I found myself feeling frustrated by the variety of questions, which included those generated by the professor and those from USMLEasy.",3
i guess but it feels like the most unpleasant joke youve ever heard,0,That’s an interesting perspective; it certainly felt like a rather unpleasant joke to me.,0
i apologise as a tank if we have a big pull and it all feels messy,0,Please accept my apologies if the recent situation felt a bit overwhelming or disorganized.,4
i feel this is doubtful,4,I have some reservations about this.,1
i feel but i m not convinced that twitter is the best tool for this,1,"I appreciate the suggestion, but I’m not entirely convinced that Twitter would be the most suitable tool for this.",1
i am still feeling gloomy and down,0,"I'm still feeling a bit gloomy and down, and I wanted to share that with you.",0
i feel like im being a terrible person and that hes going to hate me for thinking these things,0,I’m feeling quite concerned that I might be acting poorly and that he could be upset with me for having these thoughts.,3
i cant tell you how many times in the four months we have been seeing each other seriously that we have had to have serious emotional talks because one or both of us was feeling tender,2,"I’ve been so touched by how many times, over the past four months, we’ve had such meaningful and heartfelt conversations, particularly when one or both of us were feeling particularly vulnerable.",4
